username,user,mail,jogoname,jogoage,jogorelease,devname,devloc
Margarida73,Margarida,margarida73@outlook.pt,War Ultra,12,2015-10-02 08:09,Intel,Coimbra
Margarida73,Margarida,margarida73@outlook.pt,First Night,12,2017-01-28 01:18,Valve,Lisboa
Margarida73,Margarida,margarida73@outlook.pt,Dawn Sun,2,2017-03-05 14:45,Naughty Dog,Martin
Marta27,Marta,marta27@outlook.pt,Infamous Digital,12,2017-04-25 20:31,Pokemon,Martin
Marta27,Marta,marta27@outlook.pt,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Marta27,Marta,marta27@outlook.pt,Ultra II,8,2015-04-25 15:13,Pokemon,Martin
Vera22,Vera,vera22@ua.pt,Last War,2,2016-07-16 20:26,Pokemon,Martin
Vera22,Vera,vera22@ua.pt,I Earth,18,2018-05-23 02:48,Intel,Coimbra
Vera22,Vera,vera22@ua.pt,First Night,12,2017-01-28 01:18,Valve,Lisboa
Vera22,Vera,vera22@ua.pt,Ultimate Fight,12,2017-01-02 12:17,Valve,Lisboa
Vera22,Vera,vera22@ua.pt,Ultimate Dawn,16,2015-12-07 13:29,Nintendo,Faro
Vera22,Vera,vera22@ua.pt,Pro Last,12,2018-09-12 15:31,Naughty Dog,Martin
Luís56,Luís,luís56@hotmail.com,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Luís56,Luís,luís56@hotmail.com,Soldier Last,2,2017-10-01 22:56,Nintendo,Faro
Luís56,Luís,luís56@hotmail.com,Pro Last,12,2018-09-12 15:31,Naughty Dog,Martin
Luís56,Luís,luís56@hotmail.com,Soldier Motor,8,2016-01-01 03:34,Sony,Faro
Luís56,Luís,luís56@hotmail.com,Night War,12,2015-03-20 19:12,Naughty Dog,Martin
Luís63,Luís,luís63@outlook.pt,I Earth,18,2018-05-23 02:48,Intel,Coimbra
Luís63,Luís,luís63@outlook.pt,Dawn Final,8,2018-08-23 14:24,Sony,Faro
Luís63,Luís,luís63@outlook.pt,Last War,2,2016-07-16 20:26,Pokemon,Martin
Luís63,Luís,luís63@outlook.pt,Sun Pro,8,2015-06-04 09:34,Intel,Coimbra
Rosa70,Rosa,rosa70@hotmail.com,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Rosa70,Rosa,rosa70@hotmail.com,War Insane,18,2018-11-01 00:13,Sony,Faro
Rosa70,Rosa,rosa70@hotmail.com,I Earth,18,2018-05-23 02:48,Intel,Coimbra
Rosa70,Rosa,rosa70@hotmail.com,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Rosa70,Rosa,rosa70@hotmail.com,Ultimate Dawn,16,2015-12-07 13:29,Nintendo,Faro
Ana71,Ana,ana71@outlook.pt,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Ana71,Ana,ana71@outlook.pt,Ultra I,12,2017-07-19 01:16,Valve,Lisboa
Ana71,Ana,ana71@outlook.pt,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Ana71,Ana,ana71@outlook.pt,Earth First,8,2016-06-23 15:31,Nintendo,Faro
Santiago28,Santiago,santiago28@ua.pt,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Santiago28,Santiago,santiago28@ua.pt,Night War,12,2015-03-20 19:12,Naughty Dog,Martin
Santiago28,Santiago,santiago28@ua.pt,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Santiago28,Santiago,santiago28@ua.pt,Extreme Motor,8,2015-06-03 07:06,Pokemon,Martin
Santiago28,Santiago,santiago28@ua.pt,Digital Infamous,12,2018-11-07 01:24,Valve,Lisboa
Mafalda72,Mafalda,mafalda72@hotmail.com,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Mafalda72,Mafalda,mafalda72@hotmail.com,Soldier Last,2,2017-10-01 22:56,Nintendo,Faro
Mafalda72,Mafalda,mafalda72@hotmail.com,Dawn Final,8,2018-08-23 14:24,Sony,Faro
Mafalda72,Mafalda,mafalda72@hotmail.com,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Miguel32,Miguel,miguel32@outlook.pt,Dawn Sun,2,2017-03-05 14:45,Naughty Dog,Martin
Francisca89,Francisca,francisca89@hotmail.com,Ultimate Fight,12,2017-01-02 12:17,Valve,Lisboa
Francisca89,Francisca,francisca89@hotmail.com,Extreme Motor,8,2015-06-03 07:06,Pokemon,Martin
Francisca89,Francisca,francisca89@hotmail.com,Night War,12,2015-03-20 19:12,Naughty Dog,Martin
Francisca89,Francisca,francisca89@hotmail.com,Dawn First,8,2015-06-11 10:35,Naughty Dog,Martin
Rita16,Rita,rita16@outlook.pt,Ultimate Dawn,16,2015-12-07 13:29,Nintendo,Faro
Rita16,Rita,rita16@outlook.pt,Soldier Sun,12,2015-09-02 05:42,Sony,Faro
Rita16,Rita,rita16@outlook.pt,Soldier Soldier,16,2016-03-01 10:47,Sony,Faro
Rita16,Rita,rita16@outlook.pt,Car Earth,16,2018-09-14 06:09,Valve,Lisboa
Rita16,Rita,rita16@outlook.pt,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Miguel20,Miguel,miguel20@hotmail.com,War Insane,18,2018-11-01 00:13,Sony,Faro
Luís94,Luís,luís94@ua.pt,Earth First,8,2016-06-23 15:31,Nintendo,Faro
Luís94,Luís,luís94@ua.pt,Pro Last,12,2018-09-12 15:31,Naughty Dog,Martin
Luís94,Luís,luís94@ua.pt,Pro Fight,16,2017-10-04 09:41,Nintendo,Faro
Alice19,Alice,alice19@ua.pt,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Alice19,Alice,alice19@ua.pt,Car Earth,16,2018-09-14 06:09,Valve,Lisboa
Alice19,Alice,alice19@ua.pt,Dawn First,8,2015-06-11 10:35,Naughty Dog,Martin
Alice19,Alice,alice19@ua.pt,Infamous Dawn,2,2018-03-20 12:05,Sony,Faro
Santiago81,Santiago,santiago81@ua.pt,War Insane,18,2018-11-01 00:13,Sony,Faro
Santiago81,Santiago,santiago81@ua.pt,Night Digital,12,2015-02-06 00:38,Pokemon,Martin
Santiago81,Santiago,santiago81@ua.pt,War Ultra,12,2015-10-02 08:09,Intel,Coimbra
Santiago81,Santiago,santiago81@ua.pt,Final Sun,8,2016-09-01 08:22,Naughty Dog,Martin
Filipa63,Filipa,filipa63@ua.pt,Ultra I,12,2017-07-19 01:16,Valve,Lisboa
Filipa63,Filipa,filipa63@ua.pt,Sun War,12,2015-04-11 09:37,Sony,Faro
Filipa63,Filipa,filipa63@ua.pt,First Night,12,2017-01-28 01:18,Valve,Lisboa
Carla32,Carla,carla32@outlook.pt,Soldier Soldier,16,2016-03-01 10:47,Sony,Faro
Carla32,Carla,carla32@outlook.pt,War Ultra,12,2015-10-02 08:09,Intel,Coimbra
Soraia72,Soraia,soraia72@hotmail.com,Sun War,12,2015-04-11 09:37,Sony,Faro
Soraia72,Soraia,soraia72@hotmail.com,Dawn Sun,2,2017-03-05 14:45,Naughty Dog,Martin
Soraia72,Soraia,soraia72@hotmail.com,Last Plus,18,2017-02-13 02:13,Intel,Coimbra
Soraia72,Soraia,soraia72@hotmail.com,War Ultra,12,2015-10-02 08:09,Intel,Coimbra
Santiago10,Santiago,santiago10@outlook.pt,II Dawn,12,2016-05-13 23:47,Nintendo,Faro
Santiago10,Santiago,santiago10@outlook.pt,Extreme II,2,2015-05-26 09:52,Pokemon,Martin
Santiago10,Santiago,santiago10@outlook.pt,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Santiago10,Santiago,santiago10@outlook.pt,Ultra I,12,2017-07-19 01:16,Valve,Lisboa
Santiago10,Santiago,santiago10@outlook.pt,Sun Pro,8,2015-06-04 09:34,Intel,Coimbra
Rodrigo42,Rodrigo,rodrigo42@hotmail.com,Sun War,12,2015-04-11 09:37,Sony,Faro
Rodrigo42,Rodrigo,rodrigo42@hotmail.com,Soldier Sun,12,2015-09-02 05:42,Sony,Faro
Rodrigo42,Rodrigo,rodrigo42@hotmail.com,Soldier Ultra,18,2015-12-15 08:55,Naughty Dog,Martin
Rodrigo42,Rodrigo,rodrigo42@hotmail.com,Extreme II,2,2015-05-26 09:52,Pokemon,Martin
Rodrigo42,Rodrigo,rodrigo42@hotmail.com,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Francisca7,Francisca,francisca7@hotmail.com,Ultimate Fight,12,2017-01-02 12:17,Valve,Lisboa
Francisca7,Francisca,francisca7@hotmail.com,Ultra Motor,18,2017-10-23 16:08,Valve,Lisboa
Francisca7,Francisca,francisca7@hotmail.com,Car Earth,16,2018-09-14 06:09,Valve,Lisboa
Francisca7,Francisca,francisca7@hotmail.com,Night War,12,2015-03-20 19:12,Naughty Dog,Martin
Marta84,Marta,marta84@hotmail.com,Infamous Dawn,2,2018-03-20 12:05,Sony,Faro
Marta84,Marta,marta84@hotmail.com,Sun War,12,2015-04-11 09:37,Sony,Faro
Marta84,Marta,marta84@hotmail.com,Ultimate Fight,12,2017-01-02 12:17,Valve,Lisboa
Marta84,Marta,marta84@hotmail.com,Dawn First,8,2015-06-11 10:35,Naughty Dog,Martin
Soraia38,Soraia,soraia38@ua.pt,Car Earth,16,2018-09-14 06:09,Valve,Lisboa
Soraia38,Soraia,soraia38@ua.pt,Last War,2,2016-07-16 20:26,Pokemon,Martin
Soraia38,Soraia,soraia38@ua.pt,Pro Fight,16,2017-10-04 09:41,Nintendo,Faro
Soraia38,Soraia,soraia38@ua.pt,Dawn First,8,2015-06-11 10:35,Naughty Dog,Martin
Soraia38,Soraia,soraia38@ua.pt,II Fight,8,2018-11-20 22:33,Pokemon,Martin
Lara67,Lara,lara67@ua.pt,Soldier Last,2,2017-10-01 22:56,Nintendo,Faro
Lara67,Lara,lara67@ua.pt,Infamous Digital,12,2017-04-25 20:31,Pokemon,Martin
Lara67,Lara,lara67@ua.pt,Night War,12,2015-03-20 19:12,Naughty Dog,Martin
Lara67,Lara,lara67@ua.pt,War Ultra,12,2015-10-02 08:09,Intel,Coimbra
Rodrigo70,Rodrigo,rodrigo70@hotmail.com,II Fight,8,2018-11-20 22:33,Pokemon,Martin
Rodrigo70,Rodrigo,rodrigo70@hotmail.com,Dawn First,8,2015-06-11 10:35,Naughty Dog,Martin
Rodrigo70,Rodrigo,rodrigo70@hotmail.com,War I,2,2018-04-21 01:43,Valve,Lisboa
Rodrigo70,Rodrigo,rodrigo70@hotmail.com,Night War,12,2015-03-20 19:12,Naughty Dog,Martin
Rodrigo70,Rodrigo,rodrigo70@hotmail.com,Dawn Final,8,2018-08-23 14:24,Sony,Faro
Rodrigo70,Rodrigo,rodrigo70@hotmail.com,Infamous Dawn,2,2018-03-20 12:05,Sony,Faro
Rafael55,Rafael,rafael55@ua.pt,Dawn First,8,2015-06-11 10:35,Naughty Dog,Martin
Rafael55,Rafael,rafael55@ua.pt,Dawn Final,8,2018-08-23 14:24,Sony,Faro
Rafael55,Rafael,rafael55@ua.pt,Soldier Sun,12,2015-09-02 05:42,Sony,Faro
Carla47,Carla,carla47@hotmail.com,Last Sun,18,2015-06-26 12:36,Intel,Coimbra
Carla47,Carla,carla47@hotmail.com,Extreme Motor,8,2015-06-03 07:06,Pokemon,Martin
Carla47,Carla,carla47@hotmail.com,I Earth,18,2018-05-23 02:48,Intel,Coimbra
Carla47,Carla,carla47@hotmail.com,II Fight,8,2018-11-20 22:33,Pokemon,Martin
Carla47,Carla,carla47@hotmail.com,Dawn Final,8,2018-08-23 14:24,Sony,Faro
Carla47,Carla,carla47@hotmail.com,Dawn First,8,2015-06-11 10:35,Naughty Dog,Martin
Margarida24,Margarida,margarida24@hotmail.com,Digital Pro,8,2017-11-14 01:24,Intel,Coimbra
Margarida24,Margarida,margarida24@hotmail.com,Earth First,8,2016-06-23 15:31,Nintendo,Faro
Margarida24,Margarida,margarida24@hotmail.com,Earth Motor,2,2018-12-18 22:47,Nintendo,Faro
Margarida24,Margarida,margarida24@hotmail.com,Final Sun,8,2016-09-01 08:22,Naughty Dog,Martin
Leonor87,Leonor,leonor87@outlook.pt,Ultra II,8,2015-04-25 15:13,Pokemon,Martin
Leonor87,Leonor,leonor87@outlook.pt,Digital Pro,8,2017-11-14 01:24,Intel,Coimbra
Leonor87,Leonor,leonor87@outlook.pt,First Night,12,2017-01-28 01:18,Valve,Lisboa
Leonor87,Leonor,leonor87@outlook.pt,Ultimate Dawn,16,2015-12-07 13:29,Nintendo,Faro
Rafael68,Rafael,rafael68@outlook.pt,Night Digital,12,2015-02-06 00:38,Pokemon,Martin
Rafael68,Rafael,rafael68@outlook.pt,Pro Fight,16,2017-10-04 09:41,Nintendo,Faro
Rafael68,Rafael,rafael68@outlook.pt,II Dawn,12,2016-05-13 23:47,Nintendo,Faro
Inês52,Inês,inês52@ua.pt,Last War,2,2016-07-16 20:26,Pokemon,Martin
Inês52,Inês,inês52@ua.pt,Extreme Motor,8,2015-06-03 07:06,Pokemon,Martin
Inês52,Inês,inês52@ua.pt,First Night,12,2017-01-28 01:18,Valve,Lisboa
